locus_id	architecture_id	replicate	stratum	n_causal	n_credible_sets	cs_sizes_json	total_cs_snps	n_causal_captured	any_causal_captured	best_cs_size	causal_pip_max	causal_pip_mean	top_pip	mean_cs_purity	min_cs_purity	converged	error	min_p_EUR	min_p_AFR	min_p_AMR	min_p_EAS	min_p_CSA	min_p_MID	runtime_s
L0000	ncsl1_h2-0.0005_rg1	0	high	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		1.13879e-06	9.80923e-11	0.000822421	0.00535717	9.99768e-06	0.00163498	12.58
L0000	ncsl1_h2-0.0005_rg1	1	high	1	1	[11]	11	1	True	11.0	0.124883	0.124883	0.139096	0.983876	0.983876	True		3.17705e-08	3.45546e-07	0.00215394	0.00342952	0.000806477	9.56897e-08	15.68
L0000	ncsl1_h2-0.0005_rg1	2	high	1	1	[14]	14	1	True	14.0	0.135062	0.135062	0.135062	0.920101	0.920101	True		3.39417e-06	0.00504433	0.000579012	0.000758763	0.000590558	0.00245058	12.17
L0000	ncsl1_h2-0.0005_rg1	3	high	1	1	[67]	67	1	True	67.0	0.0250785	0.0250785	0.0399114	0.976121	0.976121	True		4.63383e-05	3.4819e-08	0.00825237	0.00248343	2.86401e-06	1.91862e-05	12.36
L0000	ncsl1_h2-0.0005_rg1	4	high	1	1	[49]	49	0	False		0.00153538	0.00153538	0.385177	0.817544	0.817544	True		2.33349e-11	0.00105293	2.75022e-06	0.000910222	0.000299735	0.000304541	12.32
L0000	ncsl1_h2-0.0005_rg1	5	high	1	0	[]	0	0	False							False		1.65583e-05	0.000298208	0.00104796	0.0048341	0.00076593	0.000118247	24.86
L0000	ncsl1_h2-0.0005_rg1	6	high	1	1	[1]	1	1	True	1.0	0.998478	0.998478	0.998478	1.0	1.0	True		4.76524e-06	0.00642935	0.00308241	0.00115184	0.00316759	0.000508743	15.95
L0000	ncsl1_h2-0.0005_rg1	7	high	1	1	[94]	94	0	False		0.000671817	0.000671817	0.035557	0.891948	0.891948	True		1.87116e-05	1.83134e-07	0.000860542	0.000532052	7.68748e-06	5.86287e-05	21.27
L0000	ncsl1_h2-0.0005_rg1	8	high	1	1	[3]	3	1	True	3.0	0.280016	0.280016	0.49414	0.995009	0.995009	True		1.82196e-09	0.00035768	0.00176696	0.00504588	2.44317e-08	0.00203025	12.6
L0000	ncsl1_h2-0.0005_rg1	9	high	1	1	[22]	22	1	True	22.0	0.0341189	0.0341189	0.656558	0.852778	0.852778	True		6.7069e-07	0.000354988	8.43638e-05	0.000151988	1.33688e-05	8.71983e-05	12.49
L0000	ncsl1_h2-0.001_rg0.5	0	high	1	1	[2]	2	1	True	2.0	0.838815	0.838815	0.838815	0.992154	0.992154	True		1.79795e-28	0.0010618	9.12182e-05	0.00115324	0.0135724	6.28754e-13	12.89
L0000	ncsl1_h2-0.001_rg0.5	1	high	1	1	[22]	22	1	True	22.0	0.0676547	0.0676547	0.0904357	0.978106	0.978106	True		0.000894648	1.09035e-15	0.000811367	0.000508544	0.00126357	0.00056186	14.57
L0000	ncsl1_h2-0.001_rg0.5	2	high	1	0	[]	0	0	False							False		0.000809199	3.59446e-16	0.000157976	0.000275882	0.00143812	0.00194073	13.26
L0000	ncsl1_h2-0.001_rg0.5	3	high	1	1	[27]	27	1	True	27.0	0.030844	0.030844	0.127493	0.900779	0.900779	True		7.49118e-13	5.24715e-11	0.000257294	0.00250015	3.30568e-08	0.000409372	9.82
L0000	ncsl1_h2-0.001_rg0.5	4	high	1	1	[25]	25	0	False		0.00729939	0.00729939	0.194465	0.880595	0.880595	True		2.75745e-16	0.000954162	0.000710233	8.79399e-05	2.05305e-05	0.00346945	11.7
L0000	ncsl1_h2-0.001_rg0.5	5	high	1	1	[16]	16	1	True	16.0	0.175488	0.175488	0.175488	0.994348	0.994348	True		1.01386e-13	0.000221823	0.0015748	0.00499693	0.00283117	2.87687e-09	11.5
L0000	ncsl1_h2-0.001_rg0.5	6	high	1	1	[45]	45	1	True	45.0	0.34843	0.34843	0.34843	0.877259	0.877259	True		2.087e-05	3.68092e-07	0.00406087	0.000787935	1.35667e-11	0.000315162	23.59
L0000	ncsl1_h2-0.001_rg0.5	7	high	1	1	[4]	4	1	True	4.0	0.469843	0.469843	0.469843	0.997071	0.997071	True		0.000743684	6.65925e-12	4.54125e-06	0.00235139	0.000149348	0.00110813	20.38
L0000	ncsl1_h2-0.001_rg0.5	8	high	1	1	[19]	19	1	True	19.0	0.0718639	0.0718639	0.158223	1.0	1.0	True		5.79829e-15	0.0023962	6.09676e-06	0.000615651	0.00131505	1.55634e-15	19.75
L0000	ncsl1_h2-0.001_rg0.5	9	high	1	1	[121]	121	1	True	121.0	0.00925493	0.00925493	0.0135681	0.775568	0.775568	True		2.82426e-07	0.00897367	0.00200476	0.000260981	6.09997e-06	0.00331358	13.09
L0000	ncsl1_h2-0.001_rg0.7	0	high	1	1	[18]	18	1	True	18.0	0.05212	0.05212	0.252026	0.888975	0.888975	True		6.20157e-07	0.000312261	0.000402546	0.00234734	0.00223516	0.00797084	11.59
L0000	ncsl1_h2-0.001_rg0.7	1	high	1	1	[16]	16	1	True	16.0	0.236361	0.236361	0.236361	0.952484	0.952484	True		3.52681e-11	0.000514528	0.00802961	0.00113826	2.21925e-07	4.47506e-07	9.87
L0000	ncsl1_h2-0.001_rg0.7	2	high	1	1	[1]	1	1	True	1.0	0.99775	0.99775	0.99775	1.0	1.0	True		0.00437432	6.51923e-12	0.000179651	0.0039482	0.00163167	4.94045e-10	8.53
L0000	ncsl1_h2-0.001_rg0.7	3	high	1	1	[4]	4	1	True	4.0	0.279991	0.279991	0.279991	1.0	1.0	True		0.00768714	0.00607799	9.65513e-12	0.00184949	0.00281958	1.06906e-11	12.04
L0000	ncsl1_h2-0.001_rg0.7	4	high	1	1	[7]	7	1	True	7.0	0.116273	0.116273	0.417784	0.988983	0.988983	True		0.00136446	2.1053e-15	0.000691125	0.00189105	3.71483e-09	8.94807e-07	12.99
L0000	ncsl1_h2-0.001_rg0.7	5	high	1	1	[2]	2	1	True	2.0	0.760113	0.760113	0.760113	0.94405	0.94405	True		0.000881488	5.25896e-23	0.00309183	0.00432615	0.00122095	0.00432225	11.42
L0000	ncsl1_h2-0.001_rg0.7	6	high	1	1	[4]	4	1	True	4.0	0.506457	0.506457	0.506457	0.95514	0.95514	True		0.000757527	3.81744e-19	0.00101866	0.00180162	0.00042027	1.44334e-05	11.12
L0000	ncsl1_h2-0.001_rg0.7	7	high	1	1	[2]	2	1	True	2.0	0.301072	0.301072	0.698928	0.975879	0.975879	True		2.04527e-05	0.000881112	0.00751628	0.00139208	7.31519e-07	2.21569e-07	17.6
L0000	ncsl1_h2-0.001_rg0.7	8	high	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		8.88231e-10	0.000241287	0.00104441	0.00287043	0.000628755	1.35715e-07	11.4
L0000	ncsl1_h2-0.001_rg0.7	9	high	1	1	[25]	25	1	True	25.0	0.0182898	0.0182898	0.103163	0.963955	0.963955	True		0.00199392	2.46531e-20	0.000879393	0.00528316	0.00318234	0.000144723	12.04
L0000	ncsl1_h2-0.001_rg1	0	high	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		1.5909e-12	1.20505e-15	0.000612259	0.00796324	1.81408e-06	9.93586e-05	10.56
L0000	ncsl1_h2-0.001_rg1	1	high	1	1	[1]	1	1	True	1.0	0.999945	0.999945	0.999945	1.0	1.0	True		9.05518e-11	2.52454e-17	0.00160906	0.00482924	9.38982e-05	2.83681e-09	10.77
L0000	ncsl1_h2-0.001_rg1	2	high	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		1.37308e-08	7.6467e-17	0.00287164	0.00241168	4.26849e-05	1.22644e-07	12.36
L0000	ncsl1_h2-0.001_rg1	3	high	1	1	[2]	2	1	True	2.0	0.854693	0.854693	0.854693	0.950619	0.950619	True		1.39172e-05	2.11813e-08	0.000427273	0.00650341	3.84721e-13	0.000198185	13.96
L0000	ncsl1_h2-0.001_rg1	4	high	1	1	[19]	19	1	True	19.0	0.200839	0.200839	0.200839	0.983219	0.983219	True		6.443e-10	1.7984e-13	4.49956e-05	0.0028448	1.53469e-11	8.97337e-10	15.72
L0000	ncsl1_h2-0.001_rg1	5	high	1	1	[25]	25	1	True	25.0	0.0115797	0.0115797	0.129404	0.9772	0.9772	True		0.00658503	1.0253699999999999e-20	0.000425625	0.000590826	0.000456714	8.55881e-05	12.25
L0000	ncsl1_h2-0.001_rg1	6	high	1	1	[41]	41	0	False		0.000299104	0.000299104	0.0759106	0.970373	0.970373	True		3.56363e-16	3.56674e-06	5.57753e-06	0.00397115	0.00253403	0.000565309	10.61
L0000	ncsl1_h2-0.001_rg1	7	high	1	1	[12]	12	1	True	12.0	0.0393339	0.0393339	0.162527	0.97938	0.97938	True		3.98927e-14	2.07155e-14	0.000798274	0.000175234	1.37304e-06	1.5342e-06	13.96
L0000	ncsl1_h2-0.001_rg1	8	high	1	1	[18]	18	1	True	18.0	0.0170692	0.0170692	0.375842	0.944368	0.944368	True		6.0128e-13	6.03846e-13	0.00136923	0.000353095	2.81601e-08	3.18825e-06	10.69
L0000	ncsl1_h2-0.001_rg1	9	high	1	1	[12]	12	1	True	12.0	0.15218	0.15218	0.154166	1.0	1.0	True		4.64085e-18	1.44498e-07	0.00099485	0.00347573	3.25536e-08	4.45671e-06	10.99
L0000	ncsl1_h2-0.005_rg1	0	high	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		4.52487e-75	5.67808e-17	1.21836e-07	0.00522311	8.979299999999999e-21	1.39561e-26	14.0
L0000	ncsl1_h2-0.005_rg1	1	high	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		3.30367e-41	4.34365e-57	1.14113e-05	0.000391699	3.68025e-30	6.9343e-33	29.48
L0000	ncsl1_h2-0.005_rg1	2	high	1	1	[1]	1	1	True	1.0	0.966037	0.966037	0.966037	1.0	1.0	True		2.46161e-46	1.35949e-48	2.25911e-11	4.61747e-07	4.32188e-19	7.58406e-25	17.22
L0000	ncsl1_h2-0.005_rg1	3	high	1	1	[10]	10	1	True	10.0	0.203034	0.203034	0.207058	0.99853	0.99853	True		1.22633e-42	1.9405499999999999e-78	5.10481e-06	0.00312571	1.39449e-14	2.3029700000000003e-24	21.14
L0000	ncsl1_h2-0.005_rg1	4	high	1	1	[9]	9	1	True	9.0	0.0369181	0.0369181	0.217762	0.988385	0.988385	True		4.3186800000000004e-44	3.1418100000000004e-76	5.52114e-06	0.00185752	2.24266e-10	5.7637700000000005e-28	12.26
L0000	ncsl1_h2-0.005_rg1	5	high	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		2.72873e-44	6.39136e-74	1.1316e-07	0.000449058	7.36307e-16	5.40899e-37	18.09
L0000	ncsl1_h2-0.005_rg1	6	high	1	1	[10]	10	1	True	10.0	0.214031	0.214031	0.396789	0.989727	0.989727	True		0.00336306	2.30268e-74	2.192180000000001e-18	0.000155831	5.69986e-08	1.61413e-07	12.03
L0000	ncsl1_h2-0.005_rg1	7	high	1	1	[2]	2	1	True	2.0	0.479085	0.479085	0.520915	1.0	1.0	True		3.2483199999999996e-49	6.3648699999999995e-52	8.7064e-10	9.7927e-05	3.24845e-20	2.3700000000000002e-29	9.38
L0000	ncsl1_h2-0.005_rg1	8	high	1	1	[3]	3	1	True	3.0	0.482744	0.482744	0.482744	0.999506	0.999506	True		4.02287e-47	5.77056e-74	3.58565e-07	0.00192006	1.53706e-09	1.27143e-43	31.5
L0000	ncsl1_h2-0.005_rg1	9	high	1	1	[10]	10	1	True	10.0	0.313889	0.313889	0.407228	1.0	1.0	True		7.03725e-70	2.73929e-09	9.46019e-05	0.0020136	6.48777e-18	3.80765e-27	23.05
L0000	ncsl2_h2-0.0005_rg1	0	high	2	1	[65]	65	1	True	65.0	0.0198177	0.0099088500079599	0.0283014	0.87576	0.87576	True		0.000136142	1.5465e-10	0.00199298	0.000443006	0.00122026	0.00300007	12.33
L0000	ncsl2_h2-0.0005_rg1	1	high	2	1	[1]	1	1	True	1.0	0.999043	0.4995215	0.999043	1.0	1.0	True		2.27912e-05	6.93114e-12	0.00108382	0.00021232	2.59099e-05	0.00131198	24.18
L0000	ncsl2_h2-0.0005_rg1	2	high	2	0	[]	0	0	False							False		3.02609e-05	0.00115121	0.000581212	2.40915e-05	0.000868149	0.00103881	12.1
L0000	ncsl2_h2-0.0005_rg1	3	high	2	1	[1]	1	1	True	1.0	0.999475	0.4997375000059404	0.999475	1.0	1.0	True		5.65937e-06	0.000170432	0.0083001	0.000687898	0.000954401	1.35479e-05	20.7
L0000	ncsl2_h2-0.0005_rg1	4	high	2	1	[1]	1	1	True	1.0	0.985979	0.492989501053985	0.985979	1.0	1.0	True		2.69841e-08	3.30878e-05	0.00276601	0.000520528	0.00434594	0.000309316	12.0
L0000	ncsl2_h2-0.0005_rg1	5	high	2	1	[35]	35	1	True	35.0	0.0296261	0.0148130500014228	0.182718	0.92979	0.92979	True		0.00184789	4.21518e-13	0.00258889	0.00403968	0.00589991	0.00136243	10.39
L0000	ncsl2_h2-0.0005_rg1	6	high	2	1	[31]	31	1	True	31.0	0.0206754	0.0103377000001378	0.13585	0.947916	0.947916	True		1.11479e-06	0.0017674	0.00254047	0.00258027	0.000124066	1.65279e-05	11.58
L0000	ncsl2_h2-0.0005_rg1	7	high	2	1	[1]	1	1	True	1.0	1.0	0.5	1.0	1.0	1.0	True		5.42274e-07	1.92282e-14	5.75183e-05	0.00244147	0.000924298	0.000652546	13.74
L0000	ncsl2_h2-0.0005_rg1	8	high	2	1	[89]	89	1	True	89.0	0.00618666	0.00309333	0.0844864	0.92483	0.92483	True		3.39672e-09	9.20429e-08	0.000736148	0.00442389	0.000245847	7.37506e-07	16.39
L0000	ncsl2_h2-0.0005_rg1	9	high	2	0	[]	0	0	False							False		6.16731e-05	1.79784e-05	0.0002623	0.00318265	2.32492e-05	3.11524e-05	19.53
L0000	ncsl2_h2-0.001_rg0.5	0	high	2	1	[39]	39	1	True	39.0	0.270005	0.13500250000223	0.270005	0.869684	0.869684	True		1.00809e-11	0.000177554	0.000282777	0.00084292	0.00118197	0.000121269	10.09
L0000	ncsl2_h2-0.001_rg0.5	1	high	2	1	[10]	10	1	True	10.0	0.127704	0.0638520000000709	0.25889	0.817408	0.817408	True		2.74954e-05	0.000567264	0.000472837	0.00420806	1.3862e-11	0.000854214	10.24
L0000	ncsl2_h2-0.001_rg0.5	2	high	2	1	[49]	49	1	True	49.0	0.0157969	0.0078984500000001	0.0956315	0.923892	0.923892	True		6.37307e-13	0.000316167	0.00085612	0.00775748	3.93383e-06	3.38887e-05	13.08
L0000	ncsl2_h2-0.001_rg0.5	3	high	2	2	[60, 63]	123	1	True	63.0	0.0180877	0.010177095	0.252986	0.600772	0.570924	True		3.62009e-09	0.000375624	0.00328572	0.00118889	1.31471e-06	3.09911e-05	12.85
L0000	ncsl2_h2-0.001_rg0.5	4	high	2	2	[1, 33]	34	2	True	1.0	0.999767	0.5051200499999999	0.999767	0.9752385	0.950477	True		2.15147e-07	9.86386e-11	0.00508787	0.000263564	0.000794896	1.11794e-09	12.99
L0000	ncsl2_h2-0.001_rg0.5	5	high	2	1	[3]	3	1	True	3.0	0.567065	0.2835398205	0.567065	0.97719	0.97719	True		9.09825e-10	0.00344862	0.00056095	0.0024802	1.93174e-06	9.81446e-08	13.53
L0000	ncsl2_h2-0.001_rg0.5	6	high	2	1	[1]	1	1	True	1.0	0.99498	0.49749	0.99498	1.0	1.0	True		1.83999e-05	2.76177e-10	0.000508926	0.000742024	0.00566336	1.16948e-09	10.03
L0000	ncsl2_h2-0.001_rg0.5	7	high	2	1	[6]	6	1	True	6.0	0.132722	0.0663610058955	0.468912	0.991633	0.991633	True		6.04095e-19	1.33383e-17	0.000251113	0.00789429	0.000989565	0.00356456	11.23
L0000	ncsl2_h2-0.001_rg0.5	8	high	2	2	[1, 41]	42	2	True	1.0	1.0	0.50921465	1.0	0.9727265	0.945453	True		0.00828085	5.6107e-15	4.24358e-06	0.00195932	1.02251e-05	1.20768e-07	12.82
L0000	ncsl2_h2-0.001_rg0.5	9	high	2	1	[42]	42	1	True	42.0	0.00803131	0.004015655	0.164505	0.899281	0.899281	True		9.80651e-07	1.44865e-23	3.97588e-05	0.000457469	2.21741e-07	0.000223275	14.69
L0000	ncsl2_h2-0.001_rg0.7	0	high	2	1	[26]	26	1	True	26.0	0.0581849	0.02909245	0.0840554	0.957935	0.957935	True		0.00136822	9.1259e-20	0.000102421	0.00178496	0.00454497	0.00286581	13.05
L0000	ncsl2_h2-0.001_rg0.7	1	high	2	2	[1, 10]	11	2	True	1.0	0.997578	0.5545194999999999	0.997578	0.989386	0.978772	True		0.000917468	7.83833e-11	3.655e-06	0.00346911	0.00108671	1.39909e-06	10.02
L0000	ncsl2_h2-0.001_rg0.7	2	high	2	1	[1]	1	1	True	1.0	0.999993	0.4999965000024275	0.999993	1.0	1.0	True		2.78891e-11	2.27749e-10	0.000504502	0.00106611	0.00171451	5.78392e-05	11.59
L0000	ncsl2_h2-0.001_rg0.7	3	high	2	1	[1]	1	1	True	1.0	0.999988	0.499994	0.999988	1.0	1.0	True		5.19375e-05	3.10973e-06	1.71258e-14	0.00131127	1.14184e-07	0.000111997	12.97
L0000	ncsl2_h2-0.001_rg0.7	4	high	2	1	[2]	2	1	True	2.0	0.844732	0.422366	0.844732	0.99054	0.99054	True		5.5454e-07	1.02018e-21	0.000204229	0.000111716	0.00106662	4.20924e-07	14.67
L0000	ncsl2_h2-0.001_rg0.7	5	high	2	2	[4, 57]	61	2	True	4.0	0.247711	0.1291178	0.341276	0.9471695	0.894339	True		2.8256e-08	2.58156e-07	0.00108276	0.00198201	0.000538872	1.74593e-06	11.83
L0000	ncsl2_h2-0.001_rg0.7	6	high	2	1	[1]	1	1	True	1.0	1.0	0.5	1.0	1.0	1.0	True		0.00246623	1.88305e-14	0.000813391	0.000588639	0.000352679	4.64032e-10	14.5
L0000	ncsl2_h2-0.001_rg0.7	7	high	2	0	[]	0	0	False							False		0.000453672	2.94766e-06	0.000403183	0.00287561	0.0014368	0.000927111	11.47
L0000	ncsl2_h2-0.001_rg0.7	8	high	2	1	[57]	57	1	True	57.0	0.100714	0.0503570000001945	0.100714	0.903389	0.903389	True		5.8755e-09	0.00145964	0.000230039	0.000735069	3.25014e-05	0.00012471	18.12
L0000	ncsl2_h2-0.001_rg0.7	9	high	2	1	[26]	26	1	True	26.0	0.177968	0.0890305484999999	0.177968	0.990641	0.990641	True		1.85235e-17	0.00130419	0.00111229	0.00325494	0.000368349	5.42576e-06	13.95
L0000	ncsl2_h2-0.001_rg1	0	high	2	1	[6]	6	1	True	6.0	0.169673	0.0848365	0.213231	0.9916	0.9916	True		2.94926e-15	0.00183426	0.000214952	0.000454731	0.00133714	6.66842e-07	14.87
L0000	ncsl2_h2-0.001_rg1	1	high	2	1	[17]	17	1	True	17.0	0.390988	0.195494	0.390988	0.981438	0.981438	True		5.69284e-07	1.51456e-16	0.000598346	0.00117795	0.000508387	3.37431e-07	7.1
L0000	ncsl2_h2-0.001_rg1	2	high	2	2	[9, 24]	33	2	True	9.0	0.179643	0.0953907	0.417766	0.928161	0.921378	True		8.05774e-08	9.31809e-12	0.000423356	0.00133759	0.000104881	4.27127e-05	14.74
L0000	ncsl2_h2-0.001_rg1	3	high	2	2	[1, 34]	35	2	True	1.0	0.999307	0.5005874499999999	0.999307	0.994535	0.98907	True		9.9624e-11	7.90476e-08	0.000318398	0.000111171	0.00189026	0.000294886	15.86
L0000	ncsl2_h2-0.001_rg1	4	high	2	2	[20, 29]	49	2	True	20.0	0.111777	0.1067425	0.138948	0.968897	0.955992	True		2.7686e-08	5.75123e-13	0.000358728	0.00234117	0.000142498	2.22232e-06	12.01
L0000	ncsl2_h2-0.001_rg1	5	high	2	1	[2]	2	1	True	2.0	0.746676	0.373338	0.746676	0.999241	0.999241	True		4.13122e-10	8.78487e-15	0.00184261	0.00593363	2.526e-05	5.88675e-07	16.92
L0000	ncsl2_h2-0.001_rg1	6	high	2	1	[1]	1	1	True	1.0	0.952233	0.47611650000021	0.952233	1.0	1.0	True		6.98945e-09	2.44973e-05	0.00251346	0.00088513	0.00390588	5.54065e-06	19.57
L0000	ncsl2_h2-0.001_rg1	7	high	2	1	[1]	1	1	True	1.0	0.999985	0.4999925	0.999985	1.0	1.0	True		4.70762e-16	0.000201312	0.000505249	0.00159909	2.2251e-13	5.70401e-09	9.82
L0000	ncsl2_h2-0.001_rg1	8	high	2	1	[2]	2	0	False		0.00581664	0.003052825	0.949948	0.980044	0.980044	True		1.0538e-12	9.46229e-09	0.00179099	0.000264896	2.11071e-05	4.9482e-08	16.07
L0000	ncsl2_h2-0.001_rg1	9	high	2	2	[1, 88]	89	2	True	1.0	1.0	0.504929945	1.0	0.946918	0.893836	True		4.8237e-09	2.51686e-10	0.00267173	0.000196043	5.00847e-07	2.67012e-08	16.4
L0000	ncsl2_h2-0.005_rg1	0	high	2	1	[1]	1	1	True	1.0	1.0	0.5	1.0	1.0	1.0	True		1.56709e-35	1.1845000000000002e-68	0.000198569	0.000721249	8.02075e-10	1.7449e-35	13.36
L0000	ncsl2_h2-0.005_rg1	1	high	2	1	[12]	12	1	True	12.0	0.0113793	0.010136565	0.35488	1.0	1.0	True		3.30501e-73	1.50405e-10	1.4157e-05	0.00347118	6.57075e-35	2.15929e-12	45.25
L0000	ncsl2_h2-0.005_rg1	2	high	2	1	[6]	6	1	True	6.0	0.171193	0.0855965	0.246184	1.0	1.0	True		7.3832000000000014e-62	5.97291e-05	2.56128e-07	0.000654927	3.99359e-12	3.35205e-27	14.61
L0000	ncsl2_h2-0.005_rg1	3	high	2	1	[1]	1	1	True	1.0	1.0	0.5	1.0	1.0	1.0	True		1.65948e-22	3.33965e-14	0.00259889	0.00484708	1.07904e-09	5.561709999999999e-22	12.33
L0000	ncsl2_h2-0.005_rg1	4	high	2	1	[17]	17	1	True	17.0	0.122947	0.0614735	0.151578	0.988318	0.988318	True		0.00257289	2.1296599999999999e-66	6.49212e-15	0.000883091	1.16797e-06	1.9873e-05	9.71
L0000	ncsl2_h2-0.005_rg1	5	high	2	1	[9]	9	1	True	9.0	0.153847	0.0769235	0.21402	0.999118	0.999118	True		1.1247e-46	1.96757e-60	2.66477e-13	1.84857e-05	4.6740900000000014e-24	1.0314e-17	16.01
L0000	ncsl2_h2-0.005_rg1	6	high	2	3	[2, 14, 19]	35	2	True	2.0	0.774318	0.4440385	0.774318	0.9467046666666666	0.861327	True		3.0332800000000003e-26	5.0294699999999996e-57	1.53359e-10	0.000862795	1.35246e-16	3.5443400000000003e-19	26.98
L0000	ncsl2_h2-0.005_rg1	7	high	2	2	[2, 7]	9	1	True	2.0	0.911455	0.46286955	0.911455	0.984305	0.969507	True		7.944199999999999e-40	9.29719e-25	1.49045e-07	9.12086e-10	4.8086e-16	1.81636e-19	10.21
L0000	ncsl2_h2-0.005_rg1	8	high	2	1	[6]	6	1	True	6.0	0.639285	0.3196425	0.639285	1.0	1.0	True		7.127750000000001e-44	1.01865e-78	2.45216e-10	0.00413997	1.62883e-12	1.56273e-32	14.72
L0000	ncsl2_h2-0.005_rg1	9	high	2	1	[1]	1	1	True	1.0	1.0	0.5	1.0	1.0	1.0	True		4.62863e-57	5.71792e-73	3.82959e-11	0.00105129	1.47143e-21	3.4631199999999997e-22	11.76
L0000	ncsl3_h2-0.0005_rg1	0	high	3	2	[1, 79]	80	2	True	1.0	0.999166	0.3385784677496666	0.999166	0.981595	0.96319	True		0.000213824	9.74238e-08	0.00254501	0.00214223	0.00389268	1.5956e-06	26.85
L0000	ncsl3_h2-0.0005_rg1	1	high	3	1	[28]	28	0	False		0.00102779	0.0003426157595826	0.187117	0.939954	0.939954	True		2.55236e-06	0.000189463	1.6992e-05	0.00210208	0.000128517	0.00101347	16.16
L0000	ncsl3_h2-0.0005_rg1	2	high	3	1	[71]	71	1	True	71.0	0.0182229	0.0060743	0.0498208	0.961796	0.961796	True		1.34219e-07	1.23801e-13	0.00198599	0.00249338	0.000170861	3.24148e-08	19.09
L0000	ncsl3_h2-0.0005_rg1	3	high	3	1	[9]	9	1	True	9.0	0.0445279	0.0148426333340292	0.4795	0.894348	0.894348	True		6.17787e-08	5.4377e-07	0.000107657	0.0113183	1.97032e-05	0.000203303	11.71
L0000	ncsl3_h2-0.0005_rg1	4	high	3	1	[4]	4	1	True	4.0	0.369453	0.1231510000258997	0.473268	0.988886	0.988886	True		3.08226e-07	1.06014e-07	0.00146426	0.00148687	0.000395752	5.00621e-05	14.64
L0000	ncsl3_h2-0.0005_rg1	5	high	3	2	[1, 44]	45	2	True	1.0	0.993974	0.34879972938	0.993974	0.9449875	0.889975	True		4.00314e-05	2.5113e-06	7.35407e-05	0.00080136	7.47095e-06	0.00140319	10.37
L0000	ncsl3_h2-0.0005_rg1	6	high	3	1	[107]	107	1	True	107.0	0.00569937	0.0018997900000135	0.0366017	0.877259	0.877259	True		6.78498e-11	6.68555e-06	3.02064e-05	0.000559785	0.000232648	0.00247639	13.24
L0000	ncsl3_h2-0.0005_rg1	7	high	3	1	[1]	1	1	True	1.0	0.951345	0.3171150000008872	0.951345	1.0	1.0	True		2.22821e-11	3.28685e-06	0.000731091	0.002054	0.000200166	0.000803522	9.61
L0000	ncsl3_h2-0.0005_rg1	8	high	3	2	[24, 30]	54	1	True	30.0	0.657092	0.2197059209733333	0.657092	0.817674	0.665884	True		2.04028e-08	0.000196123	0.00462913	0.000239334	1.15707e-07	0.00036301	10.35
L0000	ncsl3_h2-0.0005_rg1	9	high	3	3	[1, 2, 142]	145	3	True	1.0	0.978038	0.4528920899999999	0.978038	0.8430789999999999	0.533619	True		0.00613493	1.09348e-07	0.000274306	0.00118535	3.90231e-05	0.000981138	11.33
L0000	ncsl3_h2-0.001_rg0.5	0	high	3	1	[17]	17	1	True	17.0	0.0786848	0.0262283769576666	0.135414	0.974651	0.974651	True		1.67887e-05	1.2128999999999998e-21	0.000663838	0.000197427	0.000728032	0.00171981	12.26
L0000	ncsl3_h2-0.001_rg0.5	1	high	3	1	[88]	88	1	True	88.0	0.0766176	0.0255392000009717	0.102268	0.915189	0.915189	True		0.000145838	8.60967e-13	6.99643e-05	0.0124429	0.00442832	0.000213948	10.77
L0000	ncsl3_h2-0.001_rg0.5	2	high	3	1	[23]	23	1	True	23.0	0.20067	0.0668899999999999	0.20067	0.964238	0.964238	True		1.0372e-10	3.05385e-12	0.000500176	0.000411538	0.000203623	0.000886547	15.06
L0000	ncsl3_h2-0.001_rg0.5	3	high	3	1	[12]	12	1	True	12.0	0.0328592	0.0109530666666666	0.356469	0.97745	0.97745	True		4.30628e-08	2.97933e-13	0.00168249	8.8498e-05	3.3964e-05	6.61603e-06	12.34
L0000	ncsl3_h2-0.001_rg0.5	4	high	3	2	[5, 11]	16	2	True	5.0	0.269631	0.1188464669514493	0.377302	0.9467245	0.915271	True		1.30077e-11	1.4466e-05	0.000698166	0.000484426	0.000601521	1.86137e-09	27.22
L0000	ncsl3_h2-0.001_rg0.5	5	high	3	2	[7, 49]	56	2	True	7.0	0.155911	0.059562266666784	0.272653	0.9528165	0.912763	True		3.26289e-09	4.9031e-16	0.0101127	0.000651968	9.34634e-05	2.81955e-05	10.73
L0000	ncsl3_h2-0.001_rg0.5	6	high	3	2	[31, 66]	97	1	True	66.0	0.0257465	0.0087689486166666	0.240413	0.7753289999999999	0.58659	True		1.25771e-08	1.13665e-06	0.0014647	0.0027538	0.000616589	8.55256e-07	28.36
