locus_id	architecture_id	replicate	stratum	n_causal	n_credible_sets	cs_sizes_json	total_cs_snps	n_causal_captured	any_causal_captured	best_cs_size	causal_pip_max	causal_pip_mean	top_pip	mean_cs_purity	min_cs_purity	converged	error	min_p_EUR	min_p_AFR	min_p_AMR	min_p_EAS	min_p_CSA	min_p_MID	runtime_s
L0039	ncsl1_h2-0.0005_rg1	1	high	1	1	[20]	20	1	True	20.0	0.0703767	0.0703767	0.222732	0.985346	0.985346	True		1.01789e-06	4.15575e-09	0.0029778	0.00122865	0.00200721	1.4337e-05	19.28
L0039	ncsl1_h2-0.0005_rg1	2	high	1	1	[1]	1	1	True	1.0	0.999987	0.999987	0.999987	1.0	1.0	True		4.49003e-10	0.00274068	3.10481e-05	0.00179052	6.04225e-05	0.0019797	9.3
L0039	ncsl1_h2-0.0005_rg1	3	high	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		1.11384e-05	7.90852e-09	0.00171958	0.00326966	0.0028781	6.55039e-05	10.16
L0039	ncsl1_h2-0.0005_rg1	4	high	1	1	[17]	17	1	True	17.0	0.0261584	0.0261584	0.12781	0.982719	0.982719	True		4.92325e-05	0.000277232	0.00953689	0.00148818	0.00211058	7.26913e-06	8.17
L0039	ncsl1_h2-0.0005_rg1	5	high	1	1	[1]	1	1	True	1.0	0.998554	0.998554	0.998554	1.0	1.0	True		6.53702e-09	8.42602e-05	0.000223162	0.000577844	6.94125e-05	0.00334136	9.35
L0039	ncsl1_h2-0.0005_rg1	6	high	1	1	[8]	8	1	True	8.0	0.190188	0.190188	0.236103	0.981414	0.981414	True		1.2328e-08	0.00173317	7.84043e-05	0.00208535	1.23853e-06	0.000165996	8.16
L0039	ncsl1_h2-0.0005_rg1	7	high	1	1	[8]	8	1	True	8.0	0.405405	0.405405	0.405405	0.98228	0.98228	True		1.14243e-05	8.3097e-10	0.00149642	0.00175548	0.000759268	2.88804e-06	13.79
L0039	ncsl1_h2-0.0005_rg1	8	high	1	1	[2]	2	1	True	2.0	0.94562	0.94562	0.94562	0.981587	0.981587	True		0.00127304	3.19647e-07	0.000500769	0.00602017	5.00498e-05	0.00261321	8.89
L0039	ncsl1_h2-0.0005_rg1	9	high	1	1	[2]	2	1	True	2.0	0.860232	0.860232	0.860232	0.998932	0.998932	True		0.000570434	7.42917e-10	0.00178178	0.006135	0.00056238	4.2464e-08	7.11
L0039	ncsl1_h2-0.001_rg0.5	0	high	1	1	[2]	2	1	True	2.0	0.49625	0.49625	0.503703	0.999671	0.999671	True		4.35259e-09	1.27774e-10	0.00182321	0.000740002	4.01417e-07	0.000325713	11.51
L0039	ncsl1_h2-0.001_rg0.5	1	high	1	1	[1]	1	1	True	1.0	0.998925	0.998925	0.998925	1.0	1.0	True		1.01798e-14	2.68664e-05	0.000765803	0.000851525	2.12769e-06	1.08639e-07	10.66
L0039	ncsl1_h2-0.001_rg0.5	2	high	1	1	[5]	5	1	True	5.0	0.374276	0.374276	0.374276	0.981719	0.981719	True		6.36382e-11	0.000875924	0.00306847	0.00399776	1.59852e-11	0.00646049	11.36
L0039	ncsl1_h2-0.001_rg0.5	3	high	1	1	[3]	3	1	True	3.0	0.586014	0.586014	0.586014	0.993856	0.993856	True		1.30723e-07	1.42562e-19	0.00126075	0.000831699	0.000115416	0.000533158	10.08
L0039	ncsl1_h2-0.001_rg0.5	4	high	1	1	[3]	3	1	True	3.0	0.619626	0.619626	0.619626	0.998691	0.998691	True		1.1908e-09	8.43191e-11	0.000114862	0.000526856	0.00956958	4.0862e-06	6.63
L0039	ncsl1_h2-0.001_rg0.5	5	high	1	1	[11]	11	1	True	11.0	0.0782812	0.0782812	0.176014	0.984391	0.984391	True		3.07123e-06	6.80629e-05	3.08661e-05	0.000220808	0.000462555	0.00300851	8.65
L0039	ncsl1_h2-0.001_rg0.5	6	high	1	1	[2]	2	1	True	2.0	0.531762	0.531762	0.531762	0.984795	0.984795	True		6.12827e-05	0.00249019	0.000588034	0.000896894	9.218140000000001e-23	0.0025335	10.87
L0039	ncsl1_h2-0.001_rg0.5	7	high	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		1.67515e-11	7.00602e-18	0.00123722	0.00184553	1.29532e-05	0.000120006	12.58
L0039	ncsl1_h2-0.001_rg0.5	8	high	1	1	[2]	2	1	True	2.0	0.885882	0.885882	0.885882	1.0	1.0	True		0.00314472	7.64118e-12	0.000865614	0.00144221	1.44641e-07	0.00110353	7.86
L0039	ncsl1_h2-0.001_rg0.5	9	high	1	1	[3]	3	1	True	3.0	0.0382504	0.0382504	0.550312	0.995769	0.995769	True		8.59445e-09	4.21717e-05	0.00299121	0.000642722	4.67839e-05	1.5459e-08	14.34
L0039	ncsl1_h2-0.001_rg0.7	0	high	1	1	[3]	3	1	True	3.0	0.634729	0.634729	0.634729	0.981246	0.981246	True		4.5311e-08	3.44352e-12	0.000133505	0.0036737	0.000356011	1.66891e-07	8.01
L0039	ncsl1_h2-0.001_rg0.7	1	high	1	1	[15]	15	1	True	15.0	0.538354	0.538354	0.538354	0.947742	0.947742	True		0.000246743	0.00146164	1.96177e-07	0.00628875	2.34325e-08	0.00243127	13.62
L0039	ncsl1_h2-0.001_rg0.7	2	high	1	1	[2]	2	1	True	2.0	0.866296	0.866296	0.866296	0.995641	0.995641	True		0.000113219	1.91045e-18	0.00285753	0.0024108	0.000485519	4.0124e-09	7.5
L0039	ncsl1_h2-0.001_rg0.7	3	high	1	1	[9]	9	1	True	9.0	0.873381	0.873381	0.873381	0.994813	0.994813	True		6.77269e-11	9.49206e-09	3.59529e-05	0.000356397	0.00065701	0.00131673	19.02
L0039	ncsl1_h2-0.001_rg0.7	4	high	1	1	[2]	2	1	True	2.0	0.922418	0.922418	0.922418	0.931702	0.931702	True		0.00699479	0.00300542	4.65704e-07	0.000629651	0.00285486	0.000244461	7.95
L0039	ncsl1_h2-0.001_rg0.7	5	high	1	1	[1]	1	1	True	1.0	0.999989	0.999989	0.999989	1.0	1.0	True		0.00237645	1.09368e-11	0.000334463	0.000786744	3.24938e-16	0.000916829	11.65
L0039	ncsl1_h2-0.001_rg0.7	6	high	1	1	[2]	2	1	True	2.0	0.256253	0.256253	0.743496	0.999714	0.999714	True		6.50023e-05	1.79181e-19	0.00343782	1.95813e-05	0.000235571	0.000762509	26.73
L0039	ncsl1_h2-0.001_rg0.7	7	high	1	1	[6]	6	1	True	6.0	0.480445	0.480445	0.480445	0.971925	0.971925	True		3.54255e-11	4.98921e-09	3.06588e-05	0.00129907	6.0622e-06	0.000127859	7.77
L0039	ncsl1_h2-0.001_rg0.7	8	high	1	1	[1]	1	1	True	1.0	0.999965	0.999965	0.999965	1.0	1.0	True		5.76421e-05	5.86702e-13	1.16411e-07	0.000374217	2.20397e-08	0.000279887	8.06
L0039	ncsl1_h2-0.001_rg0.7	9	high	1	1	[2]	2	1	True	2.0	0.35939	0.35939	0.62507	0.999522	0.999522	True		8.44969e-12	8.69988e-19	0.000379852	0.0156924	1.17006e-05	0.000109448	8.56
L0039	ncsl1_h2-0.001_rg1	0	high	1	1	[4]	4	1	True	4.0	0.260812	0.260812	0.643748	0.980356	0.980356	True		1.38202e-09	2.19648e-08	0.0014724	0.00111285	4.30459e-06	2.26536e-08	10.29
L0039	ncsl1_h2-0.001_rg1	1	high	1	1	[6]	6	1	True	6.0	0.06711	0.06711	0.32853	0.99325	0.99325	True		0.000120743	4.00963e-15	0.00259142	0.00170369	3.65096e-05	6.2235e-08	8.36
L0039	ncsl1_h2-0.001_rg1	2	high	1	1	[3]	3	1	True	3.0	0.804229	0.804229	0.804229	0.959675	0.959675	True		1.52613e-10	2.5431e-15	1.83955e-05	0.00128287	0.000402714	0.000287092	7.3
L0039	ncsl1_h2-0.001_rg1	3	high	1	1	[4]	4	1	True	4.0	0.280682	0.280682	0.280682	0.997321	0.997321	True		1.44415e-06	2.18418e-23	2.28539e-07	0.000474023	1.94258e-07	0.000138596	14.57
L0039	ncsl1_h2-0.001_rg1	4	high	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		5.33265e-08	1.52614e-15	0.000237895	0.00054432	8.01518e-05	6.95529e-06	8.86
L0039	ncsl1_h2-0.001_rg1	5	high	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		1.02471e-05	1.58099e-19	0.00711471	0.00153242	1.3072e-09	0.000689481	9.86
L0039	ncsl1_h2-0.001_rg1	6	high	1	1	[4]	4	1	True	4.0	0.13708	0.13708	0.342772	0.997305	0.997305	True		3.25565e-07	6.34201e-13	0.00245374	0.00316131	0.00214526	1.85345e-12	7.27
L0039	ncsl1_h2-0.001_rg1	7	high	1	1	[2]	2	1	True	2.0	0.884699	0.884699	0.884699	0.992309	0.992309	True		9.8813e-16	3.79122e-11	6.73823e-06	0.00731607	3.03172e-05	6.1423e-07	9.04
L0039	ncsl1_h2-0.001_rg1	8	high	1	1	[2]	2	1	True	2.0	0.692082	0.692082	0.692082	0.997008	0.997008	True		6.00175e-08	1.29497e-12	0.000429736	0.0032526	2.58327e-09	4.74412e-07	7.99
L0039	ncsl1_h2-0.001_rg1	9	high	1	1	[2]	2	1	True	2.0	0.909005	0.909005	0.909005	0.996024	0.996024	True		0.000102237	2.46144e-06	0.00178952	5.1851e-05	0.00047879	0.000887591	9.17
L0039	ncsl1_h2-0.005_rg1	0	high	1	1	[2]	2	1	True	2.0	0.885322	0.885322	0.885322	0.998932	0.998932	True		2.8572599999999997e-37	1.23827e-78	1.06136e-10	0.000786631	1.9173400000000003e-24	6.83424e-33	9.72
L0039	ncsl1_h2-0.005_rg1	1	high	1	1	[2]	2	1	True	2.0	0.926896	0.926896	0.926896	0.99953	0.99953	True		4.5023e-48	1.13766e-48	2.28965e-08	0.00315342	1.03115e-30	2.19722e-17	11.0
L0039	ncsl1_h2-0.005_rg1	2	high	1	1	[1]	1	1	True	1.0	0.999828	0.999828	0.999828	1.0	1.0	True		4.08127e-30	2.6037e-26	4.63267e-10	3.80527e-05	4.67999e-18	6.8015700000000004e-34	13.95
L0039	ncsl1_h2-0.005_rg1	3	high	1	1	[2]	2	1	True	2.0	0.936209	0.936209	0.936209	0.999714	0.999714	True		9.873789999999999e-65	1.4217899999999998e-45	4.61e-11	2.42142e-05	1.3699400000000001e-19	5.46712e-29	10.08
L0039	ncsl1_h2-0.005_rg1	4	high	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		5.52098e-52	9.7858e-14	2.25358e-08	6.7998e-05	2.80224e-22	2.13614e-21	11.29
L0039	ncsl1_h2-0.005_rg1	5	high	1	1	[1]	1	1	True	1.0	0.988191	0.988191	0.988191	1.0	1.0	True		6.46973e-37	6.606030000000001e-63	5.82913e-10	5.3891e-07	1.0286e-37	1.69754e-28	12.04
L0039	ncsl1_h2-0.005_rg1	6	high	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		4.49761e-07	1.14525e-76	1.46877e-06	2.34986e-06	1.5428199999999999e-21	3.6771e-18	7.26
L0039	ncsl1_h2-0.005_rg1	7	high	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		7.146949999999999e-22	9.302520000000001e-60	7.97147e-07	9.38208e-13	3.14857e-23	8.03013e-31	12.01
L0039	ncsl1_h2-0.005_rg1	8	high	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		1.82043e-37	1.3227600000000001e-77	1.99064e-12	3.41528e-06	4.93922e-21	2.6392e-30	30.43
L0039	ncsl1_h2-0.005_rg1	9	high	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		7.61937e-47	4.3991399999999995e-64	2.63777e-13	0.000956289	2.40756e-22	8.69321e-33	8.93
L0039	ncsl2_h2-0.0005_rg1	0	high	2	0	[]	0	0	False							False		2.3035e-06	0.00223863	0.000584245	0.00167207	0.00353876	0.00110149	7.23
L0039	ncsl2_h2-0.0005_rg1	1	high	2	1	[19]	19	1	True	19.0	0.065856	0.032928000118223	0.126185	0.831674	0.831674	True		5.05485e-06	9.61671e-06	0.00058306	0.00191923	2.18632e-05	3.60941e-05	8.01
L0039	ncsl2_h2-0.0005_rg1	2	high	2	1	[1]	1	1	True	1.0	1.0	0.5	1.0	1.0	1.0	True		1.21579e-10	4.06152e-06	0.00782899	0.000233588	0.000138118	5.32263e-05	8.21
L0039	ncsl2_h2-0.0005_rg1	3	high	2	1	[5]	5	1	True	5.0	0.313942	0.1569710000000526	0.504165	0.939132	0.939132	True		0.000375431	2.97649e-06	0.00214653	0.013716	0.000157156	2.60694e-09	7.11
L0039	ncsl2_h2-0.0005_rg1	4	high	2	1	[1]	1	1	True	1.0	0.999695	0.49984753555205	0.999695	1.0	1.0	True		2.74346e-08	0.00950929	0.00812761	0.00448561	0.00121905	0.000887951	8.45
L0039	ncsl2_h2-0.0005_rg1	5	high	2	1	[1]	1	1	True	1.0	0.999978	0.499989	0.999978	1.0	1.0	True		0.000365218	7.15076e-10	0.0011762	0.00644728	2.59357e-06	1.7842e-06	7.15
L0039	ncsl2_h2-0.0005_rg1	6	high	2	1	[5]	5	1	True	5.0	0.478599	0.2392995000000609	0.478599	0.975973	0.975973	True		4.3188e-06	1.54102e-08	0.000494462	0.00366553	0.000173497	1.30361e-05	8.3
L0039	ncsl2_h2-0.0005_rg1	7	high	2	1	[10]	10	1	True	10.0	0.899525	0.44976250058155	0.899525	0.884962	0.884962	True		5.4239e-06	7.53014e-05	0.00314716	0.000751128	0.00195861	0.000385102	9.05
L0039	ncsl2_h2-0.0005_rg1	8	high	2	1	[15]	15	1	True	15.0	0.537667	0.268833571813	0.537667	0.990162	0.990162	True		0.000129165	8.12021e-06	0.00268547	0.00110271	0.00144792	0.000655722	14.02
L0039	ncsl2_h2-0.0005_rg1	9	high	2	1	[1]	1	1	True	1.0	1.0	0.5000000000000069	1.0	1.0	1.0	True		8.70715e-05	2.59845e-09	0.00076336	0.0172399	0.000488485	0.00028137	27.68
L0039	ncsl2_h2-0.001_rg0.5	0	high	2	1	[2]	2	1	True	2.0	0.663238	0.3316190000000052	0.663238	0.995902	0.995902	True		1.23508e-05	3.03603e-07	4.69501e-06	0.00313858	0.000234257	0.000336457	5.24
L0039	ncsl2_h2-0.001_rg0.5	1	high	2	2	[1, 3]	4	2	True	1.0	0.99703	0.622317	0.99703	0.996045	0.99209	True		9.50283e-08	1.76089e-09	0.0012646	0.0030766	1.66063e-10	0.00038785	9.23
L0039	ncsl2_h2-0.001_rg0.5	2	high	2	2	[5, 22]	27	1	True	5.0	0.457458	0.2290194085	0.457458	0.9900985	0.985346	True		7.3715e-06	8.51605e-06	0.0141681	5.96363e-07	1.11848e-07	0.00133385	23.46
L0039	ncsl2_h2-0.001_rg0.5	3	high	2	0	[]	0	0	False							False		2.18035e-07	0.000841457	0.00109272	0.000748897	0.00180688	1.06993e-05	15.64
L0039	ncsl2_h2-0.001_rg0.5	4	high	2	1	[30]	30	1	True	30.0	0.0950891	0.04754455	0.0950891	0.934216	0.934216	True		7.13338e-05	5.26633e-06	0.00052983	0.00213072	1.14894e-09	0.000393126	7.96
L0039	ncsl2_h2-0.001_rg0.5	5	high	2	2	[8, 12]	20	2	True	8.0	0.308478	0.1663751	0.383124	0.950208	0.936649	True		2.53291e-14	3.17191e-10	0.00410135	0.000728889	1.49957e-05	0.000607139	22.35
L0039	ncsl2_h2-0.001_rg0.5	6	high	2	1	[5]	5	1	True	5.0	0.339816	0.1699080373167	0.362696	0.961498	0.961498	True		0.00072023	1.51236e-05	1.42176e-05	0.00154756	2.03709e-07	0.00191579	8.05
L0039	ncsl2_h2-0.001_rg0.5	7	high	2	2	[11, 12]	23	2	True	11.0	0.125261	0.08015565	0.213635	0.9803815	0.970107	True		8.49669e-06	2.15683e-07	0.00101107	0.00116207	1.07928e-08	0.00192487	7.88
L0039	ncsl2_h2-0.001_rg0.5	8	high	2	2	[2, 7]	9	2	True	2.0	0.6122	0.403768	0.793829	0.972322	0.951286	True		5.41216e-14	1.26483e-15	0.00199903	0.00266986	0.000285516	4.32019e-06	13.76
L0039	ncsl2_h2-0.001_rg0.5	9	high	2	1	[11]	11	1	True	11.0	0.1907	0.09535	0.1907	0.968978	0.968978	True		0.0025858	1.07459e-16	4.42217e-06	0.00386429	0.0063543	0.000679739	11.75
L0039	ncsl2_h2-0.001_rg0.7	0	high	2	1	[1]	1	1	True	1.0	0.99974	0.4998700000004925	0.99974	1.0	1.0	True		8.19307e-09	7.92289e-05	0.0011313	0.00569201	0.000276783	3.92541e-06	10.96
L0039	ncsl2_h2-0.001_rg0.7	1	high	2	1	[14]	14	1	True	14.0	0.145142	0.0725710000086978	0.321928	0.753007	0.753007	True		4.71274e-07	0.0012792	0.0106873	0.00798376	6.84672e-05	8.00235e-05	5.45
L0039	ncsl2_h2-0.001_rg0.7	2	high	2	1	[3]	3	1	True	3.0	0.413365	0.2066825000000055	0.507844	0.992007	0.992007	True		2.64954e-05	1.91717e-13	0.00110617	0.000885402	7.42169e-05	0.00702772	6.78
L0039	ncsl2_h2-0.001_rg0.7	3	high	2	1	[5]	5	1	True	5.0	0.127191	0.0635955	0.41108	0.995468	0.995468	True		0.000792417	8.45917e-06	2.19927e-10	0.00344775	3.89521e-05	2.55688e-09	13.95
L0039	ncsl2_h2-0.001_rg0.7	4	high	2	2	[1, 13]	14	2	True	1.0	0.996415	0.6845330000000001	0.996415	0.945094	0.890188	True		4.10979e-10	1.52558e-07	0.000887471	0.0032745	3.80012e-06	4.48382e-06	7.07
L0039	ncsl2_h2-0.001_rg0.7	5	high	2	2	[2, 3]	5	2	True	2.0	0.544515	0.3841489999999999	0.544515	0.994837	0.992935	True		0.000131783	1.05065e-07	0.00133243	0.000563007	1.19374e-05	2.62536e-07	8.96
L0039	ncsl2_h2-0.001_rg0.7	6	high	2	2	[3, 7]	10	1	True	3.0	0.04243	0.02733265	0.483358	0.9889975	0.977995	True		7.89148e-06	2.87786e-15	8.96805e-05	0.00156562	0.00023138	3.45362e-05	10.44
L0039	ncsl2_h2-0.001_rg0.7	7	high	2	1	[10]	10	1	True	10.0	0.349436	0.174718	0.349436	0.975493	0.975493	True		3.29605e-09	4.34413e-05	0.00170689	7.94397e-06	0.000595333	8.20227e-08	28.18
L0039	ncsl2_h2-0.001_rg0.7	8	high	2	2	[7, 7]	14	2	True	7.0	0.25493	0.1540055	0.405191	0.992756	0.990302	True		0.00338071	1.5004e-18	0.00088297	0.00256095	0.000144959	2.75382e-06	6.91
L0039	ncsl2_h2-0.001_rg0.7	9	high	2	1	[24]	24	1	True	24.0	0.0979853	0.0489926500041503	0.159984	0.961851	0.961851	True		0.000182227	0.00303781	0.000473189	0.00030012	6.22765e-07	0.000928743	11.34
L0039	ncsl2_h2-0.001_rg1	0	high	2	1	[1]	1	1	True	1.0	0.999889	0.4999445	0.999889	1.0	1.0	True		4.6867099999999995e-20	7.42999e-12	0.00130195	0.00253245	0.00111745	5.04961e-09	8.06
L0039	ncsl2_h2-0.001_rg1	1	high	2	2	[1, 34]	35	2	True	1.0	0.95179	0.49602555	0.95179	0.908127	0.816254	True		9.40524e-14	7.69908e-07	3.3244e-05	0.00264963	4.20287e-06	7.1211e-06	9.1
L0039	ncsl2_h2-0.001_rg1	2	high	2	2	[2, 6]	8	2	True	2.0	0.830325	0.569789	0.830325	0.9797765	0.969037	True		5.45142e-07	1.18243e-12	0.00257347	0.000467759	3.97771e-16	0.000376549	7.96
L0039	ncsl2_h2-0.001_rg1	3	high	2	1	[4]	4	1	True	4.0	0.309357	0.1546785	0.447377	0.995951	0.995951	True		1.6047e-09	1.06926e-11	0.001053	0.000768128	0.000169799	3.34673e-06	10.7
L0039	ncsl2_h2-0.001_rg1	4	high	2	2	[1, 2]	3	2	True	1.0	1.0	0.961424	1.0	0.9981215	0.996243	True		7.01996e-13	1.10574e-10	0.00319141	0.00571814	0.000499715	8.16965e-07	8.08
L0039	ncsl2_h2-0.001_rg1	5	high	2	1	[8]	8	1	True	8.0	0.31312	0.1565600000000048	0.31312	0.97353	0.97353	True		1.37e-08	0.00296345	0.000549434	0.00170073	5.89926e-06	9.64717e-05	11.57
L0039	ncsl2_h2-0.001_rg1	6	high	2	1	[2]	2	1	True	2.0	0.778514	0.389257	0.778514	0.997079	0.997079	True		1.29019e-11	1.4057e-07	0.000995798	0.000225841	4.23605e-07	0.000536158	8.91
L0039	ncsl2_h2-0.001_rg1	7	high	2	1	[1]	1	1	True	1.0	0.999858	0.499929	0.999858	1.0	1.0	True		8.4024e-08	2.18187e-10	5.64535e-05	0.00416099	1.28739e-05	1.6787e-06	8.63
L0039	ncsl2_h2-0.001_rg1	8	high	2	2	[2, 22]	24	2	True	2.0	0.632512	0.35061915	0.632512	0.9884685	0.976937	True		3.05872e-10	0.00079124	8.10189e-05	0.00143841	3.3518e-07	0.000364004	10.4
L0039	ncsl2_h2-0.001_rg1	9	high	2	2	[1, 2]	3	2	True	1.0	0.999989	0.6960465	0.999989	0.999919	0.999838	True		4.70682e-10	1.64601e-13	0.00310328	0.00340338	1.78278e-06	2.73404e-06	10.49
L0039	ncsl2_h2-0.005_rg1	0	high	2	2	[1, 2]	3	2	True	1.0	1.0	0.752609	1.0	1.0	1.0	True		2.0845e-23	1.0008299999999999e-45	6.90194e-06	0.000849988	3.45561e-10	1.3079699999999999e-22	7.02
L0039	ncsl2_h2-0.005_rg1	1	high	2	2	[2, 3]	5	2	True	2.0	0.896317	0.883138	0.896317	0.9994745	0.998949	True		1.16499e-29	3.25206e-54	5.75498e-10	0.00456168	6.86904e-15	2.9195999999999997e-28	9.89
L0039	ncsl2_h2-0.005_rg1	2	high	2	2	[1, 18]	19	2	True	1.0	1.0	0.52466635	1.0	0.9899475	0.979895	True		1.15654e-45	1.83943e-10	4.754e-10	0.000254777	1.8162600000000002e-30	4.00641e-30	12.76
L0039	ncsl2_h2-0.005_rg1	3	high	2	2	[1, 1]	2	2	True	1.0	0.998563	0.9961835	0.998563	1.0	1.0	True		8.05535e-32	3.8088199999999995e-64	3.34935e-05	0.000605515	1.28383e-22	7.3622e-15	7.93
L0039	ncsl2_h2-0.005_rg1	4	high	2	2	[1, 12]	13	2	True	1.0	0.999996	0.686809	0.999996	0.9604345	0.920869	True		9.65132e-15	7.764209999999999e-36	6.41286e-09	8.65349e-05	2.06603e-17	5.10785e-29	7.65
L0039	ncsl2_h2-0.005_rg1	5	high	2	1	[3]	3	1	True	3.0	0.486604	0.243302	0.486604	1.0	1.0	True		7.90733e-28	1.68538e-75	9.57519e-11	0.00261124	5.75705e-19	6.818070000000001e-23	10.41
L0039	ncsl2_h2-0.005_rg1	6	high	2	2	[1, 2]	3	2	True	1.0	0.973708	0.9564185	0.973708	0.9991775	0.998355	True		1.26971e-36	2.74893e-42	1.00146e-06	4.87726e-05	9.19749e-24	3.4949099999999997e-22	17.01
L0039	ncsl2_h2-0.005_rg1	7	high	2	2	[1, 3]	4	2	True	1.0	1.0	0.770389	1.0	0.9973595	0.994719	True		4.92556e-28	9.82794e-11	3.96351e-11	2.73789e-05	2.04144e-28	1.43779e-23	7.37
L0039	ncsl2_h2-0.005_rg1	8	high	2	2	[1, 1]	2	2	True	1.0	0.999799	0.9959885	0.999799	1.0	1.0	True		1.3907399999999999e-45	3.5538299999999998e-37	9.12034e-08	4.6098e-05	1.8353e-20	4.36816e-22	9.58
L0039	ncsl2_h2-0.005_rg1	9	high	2	2	[2, 2]	4	2	True	2.0	0.948448	0.8511415	0.948448	1.0	1.0	True		1.27757e-08	3.76134e-58	8.56317e-05	0.00128662	1.49911e-12	1.32211e-15	22.69
L0039	ncsl3_h2-0.0005_rg1	0	high	3	0	[]	0	0	False							False		0.00711171	0.000714953	0.00216343	0.0232054	0.000105303	6.11846e-05	9.21
L0039	ncsl3_h2-0.0005_rg1	1	high	3	1	[17]	17	1	True	17.0	0.335003	0.1116676666666666	0.335003	0.983981	0.983981	True		4.21966e-09	2.19981e-07	0.000691071	0.00361295	6.82606e-06	0.00331551	7.92
L0039	ncsl3_h2-0.0005_rg1	2	high	3	1	[5]	5	1	True	5.0	0.158642	0.05288067278665	0.442569	0.986942	0.986942	True		0.00115081	1.67856e-06	0.00304941	0.0103663	0.00274756	0.00170776	5.88
L0039	ncsl3_h2-0.0005_rg1	3	high	3	1	[20]	20	1	True	20.0	0.123774	0.0412579999999999	0.200369	0.982052	0.982052	True		1.31696e-09	2.33431e-10	0.00077733	0.00903434	0.00249279	0.00102817	14.03
L0039	ncsl3_h2-0.0005_rg1	4	high	3	0	[]	0	0	False							False		2.43962e-05	1.72305e-05	0.000805307	0.00196572	0.000989848	0.000608217	7.73
L0039	ncsl3_h2-0.0005_rg1	5	high	3	1	[1]	1	1	True	1.0	0.999987	0.3333290003590596	0.999987	1.0	1.0	True		0.000630168	4.67028e-10	0.00749191	0.0012282	0.00167776	0.00185756	8.17
L0039	ncsl3_h2-0.0005_rg1	6	high	3	1	[7]	7	1	True	7.0	0.187057	0.0623523333333333	0.210408	0.989148	0.989148	True		1.82418e-05	3.10613e-14	0.00261728	0.000430662	3.31669e-05	0.000174089	8.15
L0039	ncsl3_h2-0.0005_rg1	7	high	3	0	[]	0	0	False							False		0.0010352	0.000100402	0.000679569	4.0651e-05	0.000117869	1.56109e-05	16.46
L0039	ncsl3_h2-0.0005_rg1	8	high	3	1	[2]	2	1	True	2.0	0.516059	0.1720196667520121	0.516059	0.991796	0.991796	True		0.000191079	1.23573e-08	0.00207729	0.00495729	0.0011576	4.84481e-05	9.55
L0039	ncsl3_h2-0.0005_rg1	9	high	3	1	[10]	10	1	True	10.0	0.0604266	0.0201422000000023	0.26052	0.951319	0.951319	True		1.36346e-05	7.71465e-06	1.44275e-07	0.00508124	5.67372e-06	0.000750547	8.56
L0039	ncsl3_h2-0.001_rg0.5	0	high	3	2	[1, 11]	12	2	True	1.0	0.989734	0.380686000099438	0.989734	0.995937	0.991874	True		0.000116077	6.7375e-17	0.00159529	0.010452	0.000155903	3.10705e-09	24.26
L0039	ncsl3_h2-0.001_rg0.5	1	high	3	1	[2]	2	1	True	2.0	0.908755	0.3029186465576858	0.908755	0.983764	0.983764	True		8.73106e-05	1.6429e-06	3.05703e-05	0.000743829	0.00157089	9.0715e-06	11.05
L0039	ncsl3_h2-0.001_rg0.5	2	high	3	2	[2, 3]	5	2	True	2.0	0.808998	0.4511276684218899	0.808998	0.8823570000000001	0.771465	True		2.89575e-06	4.48294e-13	0.000660173	0.00383828	0.00253259	0.000117921	7.11
L0039	ncsl3_h2-0.001_rg0.5	3	high	3	2	[2, 19]	21	2	True	2.0	0.208922	0.1081411378866666	0.791065	0.9059725	0.812342	True		3.28088e-06	8.19968e-13	4.25354e-05	0.00658626	6.35494e-13	4.08593e-05	9.19
L0039	ncsl3_h2-0.001_rg0.5	4	high	3	2	[2, 12]	14	2	True	2.0	0.93923	0.3259413258999999	0.93923	0.951827	0.903654	True		6.51126e-05	7.40692e-10	1.19354e-06	0.001656	5.64796e-06	9.71588e-05	8.22
L0039	ncsl3_h2-0.001_rg0.5	5	high	3	1	[2]	2	1	True	2.0	0.39404	0.1313466666870222	0.605919	0.995902	0.995902	True		5.50945e-05	4.69252e-10	1.10952e-05	0.00177641	2.99227e-05	0.000351486	17.21
L0039	ncsl3_h2-0.001_rg0.5	6	high	3	1	[28]	28	1	True	28.0	0.0804879	0.0268329739336412	0.0804879	0.973886	0.973886	True		6.52242e-06	1.71149e-08	5.51361e-05	0.000844473	1.54006e-06	0.00231755	13.8
